freelancer_id,category,years_experience,projects_completed,activity_score,hourly_rate,client_satisfaction,response_time,performance_score,profile_type
819,Writer,1,1,55.27,27.91,63.75,64.22,34.0,Standard
820,Developer,11,41,100.0,49.61,81.62,43.9,75.05,Premium
821,Writer,11,75,84.74,52.5,65.21,45.11,50.47,Standard
822,Developer,6,65,60.88,41.25,83.4,74.51,46.91,Standard
823,Writer,15,159,100.0,69.44,83.03,43.98,82.23,Premium
824,Writer,14,185,95.34,63.1,76.2,63.42,62.48,Standard
825,Writer,3,32,47.22,32.41,72.63,61.76,31.31,Standard
826,Writer,8,16,85.79,44.47,69.07,50.4,54.85,Standard
827,Writer,15,41,87.27,71.88,77.73,49.92,66.52,Premium
828,Designer,9,111,88.69,58.06,76.92,50.19,64.5,Premium
829,Writer,4,36,66.55,31.76,83.86,78.68,49.7,Standard
830,Designer,4,41,54.71,41.18,57.24,87.75,29.16,Standard
831,Designer,13,146,100.0,61.93,72.97,38.85,73.26,Premium
832,Developer,3,17,61.32,23.82,70.16,71.97,30.87,Standard
833,Developer,4,39,33.45,47.61,89.08,71.4,45.49,Standard
834,Designer,12,141,95.44,52.16,81.96,43.05,57.45,Standard
835,Developer,2,39,47.64,13.45,69.67,65.53,33.89,Standard
836,Developer,13,68,100.0,66.54,87.6,38.91,77.82,Premium
837,Writer,7,94,68.44,35.64,80.43,64.57,55.41,Standard
838,Developer,13,54,97.67,59.23,84.97,36.63,66.92,Premium
839,Designer,9,89,85.51,43.06,70.81,54.57,51.8,Standard
840,Writer,12,121,75.27,44.09,86.02,32.26,60.72,Standard
841,Developer,4,56,56.58,38.25,61.4,69.31,33.91,Standard
842,Developer,10,90,100.0,46.27,82.14,58.58,67.09,Premium
843,Writer,1,7,20.88,33.66,62.68,67.45,15.69,Standard
844,Designer,1,9,41.88,33.66,70.31,76.38,31.59,Standard
845,Designer,3,9,61.31,20.36,62.01,69.47,33.89,Standard
846,Developer,14,147,100.0,64.43,69.82,41.97,75.48,Premium
847,Designer,4,52,76.96,25.09,78.97,63.07,52.2,Standard
848,Developer,6,21,75.58,42.34,95.29,57.07,63.54,Premium
849,Designer,3,43,81.68,24.14,83.66,76.8,51.81,Standard
850,Developer,14,119,100.0,61.89,73.33,54.36,63.98,Premium
851,Writer,9,100,89.64,41.31,82.54,47.1,69.39,Premium
852,Writer,4,46,64.08,18.59,62.13,74.64,35.82,Standard
853,Writer,5,12,49.16,45.0,80.9,82.17,43.41,Standard
854,Developer,12,154,99.47,50.88,81.94,56.91,63.02,Premium
855,Writer,12,165,93.23,33.59,68.11,44.76,59.33,Standard
856,Designer,15,148,100.0,73.6,74.85,53.63,66.9,Premium
857,Developer,3,33,55.8,37.29,82.82,48.87,56.38,Standard
858,Designer,9,32,88.99,42.89,76.12,59.23,53.0,Standard
859,Developer,5,25,46.16,41.72,70.6,68.08,38.1,Standard
860,Developer,4,26,86.1,35.78,76.5,61.81,54.6,Standard
861,Writer,8,56,77.4,37.95,80.15,22.88,63.28,Premium
862,Developer,4,39,64.73,37.93,66.19,50.1,45.71,Standard
863,Writer,1,4,54.45,27.29,76.62,67.32,32.4,Standard
864,Developer,2,9,62.09,5.0,74.11,79.78,50.53,Standard
865,Designer,5,48,61.67,37.83,82.81,49.38,57.13,Standard
866,Developer,9,56,100.0,55.09,80.77,55.09,72.75,Premium
867,Designer,4,29,71.61,31.9,75.16,78.45,47.05,Standard
868,Developer,7,19,76.06,45.96,100.0,53.78,61.35,Standard
869,Designer,5,36,79.4,28.38,77.48,57.19,53.63,Standard
870,Writer,1,1,51.9,22.8,76.84,76.33,38.95,Standard
871,Writer,7,36,61.61,38.79,77.0,60.17,46.44,Standard
872,Designer,3,2,54.35,39.31,78.24,66.73,51.12,Standard
873,Designer,15,38,100.0,65.1,85.98,35.84,74.71,Premium
874,Designer,2,18,50.83,8.24,60.43,76.75,33.64,Standard
875,Developer,8,50,85.5,49.01,82.06,69.52,68.74,Premium
876,Writer,15,57,100.0,64.04,100.0,31.17,77.53,Premium
877,Developer,4,56,89.14,28.16,71.44,61.3,54.31,Standard
878,Writer,6,38,56.57,30.57,74.1,78.5,42.51,Standard
879,Developer,4,21,88.11,34.09,71.31,57.41,56.78,Standard
880,Designer,8,30,92.46,48.47,78.34,51.65,73.66,Premium
881,Developer,2,38,66.57,37.82,77.91,57.55,44.36,Standard
882,Writer,9,111,100.0,46.14,74.89,54.19,69.51,Premium
883,Developer,14,182,100.0,57.7,84.48,35.36,72.5,Premium
884,Designer,3,34,49.28,28.7,78.52,58.59,37.23,Standard
885,Writer,4,22,65.52,34.84,77.6,62.82,49.94,Standard
886,Developer,7,29,60.88,42.24,78.91,59.08,53.24,Standard
887,Designer,8,91,64.39,58.47,80.28,45.42,56.08,Standard
888,Developer,11,154,100.0,60.96,82.74,45.17,68.72,Premium
889,Developer,10,104,81.8,39.56,76.08,68.9,60.24,Standard
890,Developer,2,1,29.58,21.97,73.35,69.13,24.78,Standard
891,Developer,14,45,100.0,72.37,86.25,46.83,83.64,Premium
892,Designer,10,63,77.05,43.98,78.41,55.32,56.32,Standard
893,Developer,11,104,100.0,60.14,79.05,60.48,71.69,Premium
894,Writer,13,38,98.55,66.12,78.09,58.96,69.54,Premium
895,Writer,15,62,100.0,72.58,86.11,29.11,84.02,Premium
896,Developer,12,172,100.0,72.01,85.74,60.16,66.14,Premium
897,Designer,13,47,100.0,76.11,82.7,45.85,77.14,Premium
898,Writer,12,38,100.0,35.55,85.59,59.05,53.44,Standard
899,Developer,10,101,100.0,49.18,77.26,69.88,65.14,Premium
900,Designer,2,1,45.49,15.25,81.76,81.93,29.69,Standard
901,Developer,3,41,49.31,42.58,52.53,63.5,44.24,Standard
902,Designer,2,15,53.62,24.21,83.1,65.1,48.23,Standard
903,Developer,12,62,96.93,49.65,83.5,26.62,76.33,Premium
904,Designer,13,141,82.95,72.88,74.99,46.52,60.81,Standard
905,Developer,2,26,47.08,16.65,72.88,63.92,31.23,Standard
906,Developer,7,60,68.62,41.98,86.67,67.22,45.97,Standard
907,Writer,13,69,96.67,69.34,93.49,47.28,77.09,Premium
908,Designer,15,88,100.0,64.09,78.93,55.69,69.46,Premium
909,Writer,2,10,41.62,23.1,79.76,65.4,41.72,Standard
910,Developer,13,32,100.0,61.35,82.92,32.92,80.04,Premium
911,Writer,1,20,49.79,34.51,67.57,63.18,36.08,Standard
912,Developer,1,4,54.6,27.27,68.41,69.94,39.1,Standard
913,Designer,15,170,100.0,66.61,89.03,42.15,79.46,Premium
914,Developer,6,39,73.63,39.52,68.71,54.98,48.34,Standard
915,Designer,2,13,8.0,33.22,74.58,80.67,17.47,Standard
916,Developer,12,99,98.51,52.9,72.18,55.77,63.38,Premium
917,Designer,12,38,74.26,61.4,78.39,61.67,59.53,Standard
918,Writer,14,122,100.0,66.88,93.06,24.08,61.88,Standard
919,Writer,4,22,74.22,44.26,80.11,62.58,56.14,Standard
920,Developer,11,63,100.0,59.44,98.33,59.02,74.19,Premium
921,Developer,14,157,100.0,49.6,96.25,34.11,77.42,Premium
922,Developer,6,61,79.87,36.88,84.9,64.87,60.32,Standard
923,Designer,12,156,100.0,70.98,87.87,56.92,81.65,Premium
924,Developer,2,22,35.62,29.94,74.76,72.6,34.45,Standard
925,Writer,2,22,51.08,8.86,75.6,55.76,37.81,Standard
926,Designer,2,27,40.7,17.18,77.1,63.85,29.06,Standard
927,Developer,3,13,64.03,22.53,62.29,54.7,35.83,Standard
928,Writer,11,110,92.4,75.61,84.91,48.5,77.07,Premium
929,Designer,3,22,67.7,24.87,67.76,64.56,44.32,Standard
930,Developer,14,177,100.0,74.58,84.66,70.55,82.91,Premium
931,Designer,4,38,59.69,26.97,56.41,49.15,48.9,Standard
932,Writer,8,74,67.75,37.62,61.48,54.35,46.61,Standard
933,Designer,7,53,74.9,33.03,74.08,61.52,45.52,Standard
934,Developer,15,74,100.0,55.69,78.99,37.66,70.09,Premium
935,Writer,11,106,100.0,37.3,86.95,40.62,62.9,Premium
936,Developer,7,14,77.71,38.4,74.25,73.1,58.37,Standard
937,Developer,5,38,58.07,49.92,82.83,74.25,42.62,Standard
938,Developer,15,75,100.0,63.85,78.5,34.12,71.85,Premium
939,Designer,10,115,87.28,59.06,78.94,48.06,67.38,Premium
940,Developer,3,49,65.47,29.17,78.17,75.95,49.14,Standard
941,Developer,6,67,65.03,41.91,81.19,74.38,50.55,Standard
942,Writer,9,24,83.56,45.83,67.17,66.19,64.1,Premium
943,Designer,2,36,46.66,26.96,63.78,71.26,31.34,Standard
944,Writer,15,141,100.0,66.9,91.57,55.48,64.46,Premium
945,Developer,14,35,92.92,64.6,74.2,61.51,64.59,Premium
946,Developer,5,36,79.15,43.29,75.15,62.27,59.61,Standard
947,Developer,10,132,99.89,41.43,77.1,49.32,63.78,Premium
948,Writer,14,178,100.0,60.6,79.87,56.07,66.9,Premium
949,Developer,3,23,45.73,27.96,86.41,72.79,37.78,Standard
950,Developer,6,69,85.35,34.98,71.99,50.14,62.44,Standard
951,Writer,7,57,57.14,34.44,81.78,69.17,44.51,Standard
952,Developer,13,66,100.0,58.83,91.18,50.93,71.97,Premium
953,Designer,14,57,100.0,71.95,95.39,37.48,85.22,Premium
954,Designer,8,84,84.43,61.43,73.89,61.28,57.93,Standard
955,Designer,13,145,100.0,65.98,84.59,68.2,70.34,Premium
956,Writer,9,31,99.16,60.29,84.44,51.87,69.06,Premium
957,Developer,5,29,47.12,30.34,69.19,52.31,41.11,Standard
958,Designer,7,81,79.32,39.81,86.14,61.16,52.23,Standard
959,Writer,8,90,84.7,40.15,82.75,49.07,61.21,Standard
960,Writer,3,16,54.4,22.35,73.3,46.07,34.28,Standard
961,Developer,7,20,70.65,38.33,81.19,43.7,43.86,Standard
962,Developer,14,121,100.0,65.05,99.85,33.29,78.23,Premium
963,Writer,14,64,100.0,57.94,91.19,40.16,82.32,Premium
964,Developer,14,194,100.0,61.44,84.64,30.31,80.27,Premium
965,Designer,5,70,63.39,23.85,73.71,58.25,43.53,Standard
966,Designer,1,7,28.34,20.28,57.76,57.46,29.25,Standard
967,Designer,4,18,70.3,27.63,83.34,49.98,48.35,Standard
968,Developer,13,84,100.0,45.44,66.26,55.32,65.27,Premium
969,Writer,9,95,74.89,46.32,79.51,65.24,50.41,Standard
970,Writer,6,68,67.56,25.8,71.17,58.79,47.37,Standard
971,Developer,5,58,74.43,41.66,76.8,67.8,47.67,Standard
972,Developer,9,37,89.97,44.04,72.88,53.7,64.92,Premium
973,Developer,2,15,51.23,35.56,71.35,53.23,40.76,Standard
974,Designer,4,51,85.84,25.97,90.87,60.01,52.53,Standard
975,Developer,4,38,73.51,37.15,66.11,57.11,60.33,Standard
976,Developer,9,59,87.72,48.04,99.01,64.36,66.73,Premium
977,Designer,2,27,41.84,22.3,66.2,72.38,23.68,Standard
978,Writer,1,18,50.5,30.75,68.39,62.25,42.9,Standard
979,Developer,1,12,53.7,22.07,64.14,93.28,33.53,Standard
980,Designer,4,41,65.83,24.99,77.77,74.67,44.71,Standard
981,Writer,12,129,100.0,48.77,76.59,39.75,71.75,Premium
982,Designer,4,23,35.94,46.48,77.64,62.49,40.06,Standard
983,Developer,4,47,57.83,24.2,58.97,50.52,36.75,Standard
984,Designer,8,24,65.89,39.0,83.25,65.5,47.02,Standard
985,Designer,14,160,100.0,74.0,85.78,43.38,72.1,Premium
986,Developer,13,140,100.0,58.15,78.82,43.6,80.23,Premium
987,Writer,14,99,100.0,74.27,90.12,41.05,67.12,Premium
988,Writer,12,54,89.65,57.38,73.13,37.09,76.58,Premium
989,Writer,8,20,61.23,48.42,72.22,46.22,50.92,Standard
990,Developer,12,112,100.0,54.52,79.44,29.13,73.85,Premium
991,Designer,9,125,83.67,54.71,74.77,48.32,59.48,Standard
992,Writer,12,91,100.0,59.46,78.62,57.75,74.8,Premium
993,Designer,3,54,59.94,33.24,66.0,66.5,35.83,Standard
994,Writer,6,29,75.68,28.12,80.21,28.8,53.82,Standard
995,Developer,3,38,54.6,27.3,68.35,35.59,43.84,Standard
996,Developer,1,4,57.54,27.32,70.62,71.87,39.44,Standard
997,Writer,12,44,100.0,61.22,71.03,52.37,65.23,Premium
998,Developer,8,32,77.7,55.34,67.65,51.23,55.46,Standard
999,Writer,2,22,69.59,20.6,77.29,62.06,47.02,Standard
1000,Writer,14,166,98.72,57.48,85.84,36.78,73.36,Premium
1001,Developer,5,22,65.54,37.93,66.31,65.14,43.61,Standard
1002,Designer,4,19,52.55,20.06,93.22,70.5,44.72,Standard
1003,Writer,7,65,77.55,37.97,91.14,51.21,50.71,Standard
1004,Designer,3,38,42.87,41.57,70.97,66.83,34.93,Standard
1005,Writer,9,119,78.23,58.78,73.66,69.45,52.92,Standard
1006,Writer,3,27,88.97,34.32,75.25,64.86,55.23,Standard
1007,Designer,3,40,71.95,18.95,72.05,46.69,45.15,Standard
1008,Developer,13,92,100.0,65.09,72.26,37.0,70.11,Premium
1009,Writer,7,52,71.81,52.32,70.61,74.6,56.99,Standard
1010,Writer,9,86,100.0,51.25,87.75,49.42,68.44,Premium
1011,Developer,14,158,100.0,72.12,85.37,46.38,71.7,Premium
1012,Developer,15,134,100.0,55.98,88.9,42.1,69.27,Premium
1013,Developer,4,8,44.17,38.59,85.28,57.17,39.84,Standard
1014,Developer,7,42,51.62,33.79,84.05,50.18,38.26,Standard
1015,Developer,4,38,40.95,35.91,72.85,70.4,29.2,Standard
1016,Designer,2,17,57.65,24.4,68.53,65.41,27.35,Standard
1017,Developer,5,31,47.09,32.1,68.46,55.93,41.48,Standard
1018,Designer,14,147,100.0,66.29,93.7,35.76,73.18,Premium
1019,Designer,3,9,61.05,18.19,81.06,72.65,35.15,Standard
1020,Developer,12,88,100.0,59.03,74.8,47.5,71.54,Premium
1021,Developer,2,22,45.86,27.7,66.61,71.58,35.74,Standard
1022,Writer,4,18,63.08,30.27,76.31,57.06,49.63,Standard
1023,Developer,1,1,40.38,25.05,60.85,60.95,30.59,Standard
1024,Developer,12,153,100.0,57.59,78.85,41.15,68.1,Premium
1025,Developer,6,32,67.53,36.52,73.94,69.15,49.55,Standard
1026,Writer,8,101,100.0,45.19,75.02,62.13,68.45,Premium
1027,Writer,7,94,61.92,32.99,73.6,52.28,47.83,Standard
1028,Designer,9,62,91.04,42.36,76.02,57.37,72.3,Premium
1029,Designer,8,17,70.82,44.07,78.98,42.8,49.49,Standard
1030,Developer,7,21,79.03,58.03,71.6,35.15,55.86,Standard
1031,Developer,12,56,89.89,60.78,68.02,53.58,67.41,Premium
1032,Writer,13,150,100.0,52.93,94.35,54.06,69.0,Premium
1033,Writer,6,59,74.34,40.79,69.95,52.36,65.21,Premium
1034,Developer,9,124,100.0,42.82,73.35,49.4,67.76,Premium
1035,Writer,1,7,32.22,26.76,74.3,69.46,26.71,Standard
1036,Developer,5,42,75.59,29.37,77.13,51.11,58.38,Standard
1037,Developer,10,54,90.42,42.85,83.91,34.38,59.2,Standard
1038,Writer,4,13,44.0,34.04,80.69,48.96,35.43,Standard
1039,Developer,13,105,100.0,59.89,83.47,47.16,76.02,Premium
1040,Designer,10,40,94.09,38.24,74.16,43.26,69.08,Premium
1041,Writer,13,58,92.76,53.49,91.97,47.61,67.7,Premium
1042,Developer,4,40,66.14,37.36,59.17,68.04,49.1,Standard
1043,Developer,8,22,79.13,36.62,70.4,36.72,62.24,Standard
1044,Developer,2,28,69.63,27.47,69.51,75.46,42.24,Standard
1045,Writer,5,57,43.31,39.95,87.37,76.45,38.47,Standard
1046,Writer,15,111,100.0,54.93,67.76,56.64,76.1,Premium
1047,Developer,5,14,58.46,27.04,76.75,62.84,43.17,Standard
1048,Writer,12,81,88.85,53.17,63.51,55.52,55.04,Standard
1049,Developer,14,189,100.0,65.57,73.84,36.07,77.61,Premium
1050,Writer,7,78,75.54,33.99,91.64,59.4,57.06,Standard
1051,Designer,2,4,65.95,28.22,77.72,71.34,31.51,Standard
1052,Designer,4,31,42.88,27.32,82.23,80.05,36.87,Standard
1053,Developer,14,118,100.0,58.33,80.01,58.09,70.28,Premium
1054,Developer,9,38,87.72,52.0,79.11,50.64,59.37,Standard
1055,Writer,13,176,100.0,61.14,82.78,49.51,69.04,Premium
1056,Designer,2,14,47.82,21.49,83.1,75.09,37.82,Standard
1057,Writer,15,172,100.0,59.25,100.0,51.46,77.17,Premium
1058,Developer,14,171,90.84,53.5,86.19,38.02,66.91,Premium
1059,Developer,8,115,70.18,30.51,82.29,78.01,42.14,Standard
1060,Designer,9,32,83.84,42.57,74.63,40.83,54.02,Standard
1061,Writer,8,40,54.95,37.13,80.6,68.1,37.48,Standard
1062,Designer,5,46,55.92,43.98,72.17,57.81,45.53,Standard
1063,Writer,5,13,57.01,42.27,79.98,52.99,45.81,Standard
1064,Designer,8,81,92.19,44.65,87.86,53.05,52.22,Standard
1065,Developer,11,92,94.64,56.53,78.03,46.64,70.09,Premium
1066,Developer,10,134,99.43,53.31,72.42,59.83,66.12,Premium
1067,Designer,13,140,100.0,56.09,82.82,56.96,72.28,Premium
1068,Developer,15,57,100.0,67.44,88.14,41.16,88.21,Premium
1069,Writer,4,7,71.99,32.95,78.9,63.12,51.55,Standard
1070,Writer,7,44,63.58,45.44,74.64,52.09,50.43,Standard
1071,Writer,5,49,59.37,31.72,79.65,54.33,46.97,Standard
1072,Designer,4,53,60.48,24.68,76.77,51.86,48.05,Standard
1073,Developer,10,44,98.77,42.36,77.97,52.34,71.43,Premium
1074,Developer,5,48,72.5,37.77,78.07,63.34,50.33,Standard
1075,Designer,14,203,100.0,54.93,97.91,48.15,76.18,Premium
1076,Writer,5,51,71.7,36.1,76.6,55.98,49.15,Standard
1077,Writer,11,112,90.77,54.07,75.75,51.4,62.12,Standard
1078,Developer,14,98,100.0,65.24,99.66,47.95,72.95,Premium
1079,Designer,6,14,70.04,52.14,79.29,58.14,58.82,Standard
1080,Writer,10,49,97.91,56.93,79.47,39.25,71.76,Premium
1081,Writer,4,22,56.93,27.94,69.82,57.84,45.14,Standard
1082,Writer,2,22,70.59,28.25,80.93,69.36,54.06,Standard
1083,Writer,3,15,56.4,40.71,79.79,65.77,42.74,Standard
1084,Developer,11,105,100.0,57.51,95.28,36.23,68.85,Premium
1085,Developer,14,116,100.0,52.04,82.03,32.87,69.99,Premium
1086,Designer,5,8,53.71,41.24,60.1,67.04,39.45,Standard
1087,Writer,8,62,62.74,45.2,77.26,67.41,41.33,Standard
1088,Writer,11,52,100.0,50.14,84.09,51.17,61.63,Standard
1089,Designer,6,25,51.56,34.83,65.28,58.75,41.78,Standard
1090,Writer,15,93,100.0,66.59,78.77,42.36,76.93,Premium
1091,Developer,3,11,54.49,37.61,73.24,75.65,47.09,Standard
1092,Designer,12,147,63.79,72.34,82.16,33.2,64.86,Premium
1093,Designer,2,23,60.33,25.72,58.44,75.33,34.42,Standard
1094,Designer,6,44,88.52,32.24,78.32,47.77,56.4,Standard
1095,Developer,14,133,100.0,74.77,91.32,26.61,80.31,Premium
1096,Developer,5,41,56.61,55.21,75.51,72.44,42.2,Standard
1097,Writer,1,3,37.63,17.5,67.94,62.39,39.22,Standard
1098,Developer,13,129,100.0,52.77,80.13,62.46,71.18,Premium
1099,Developer,14,91,100.0,73.17,80.63,54.04,73.27,Premium
1100,Writer,3,41,69.22,33.42,75.13,63.81,49.23,Standard
1101,Developer,11,114,88.59,46.7,73.98,46.66,62.68,Premium
1102,Designer,12,83,97.64,61.76,77.08,46.62,70.8,Premium
1103,Developer,15,66,100.0,65.27,85.28,33.28,72.54,Premium
1104,Developer,11,137,73.26,63.13,79.07,65.08,52.24,Standard
1105,Developer,1,5,54.81,22.67,64.64,79.37,27.66,Standard
1106,Designer,7,48,73.3,50.62,77.05,63.92,59.79,Standard
1107,Developer,11,111,85.22,59.19,96.34,61.38,66.15,Premium
1108,Developer,12,47,100.0,53.76,80.97,47.37,70.6,Premium
1109,Developer,13,76,100.0,49.38,84.17,31.26,72.66,Premium
1110,Developer,8,102,100.0,35.48,71.85,55.01,54.01,Standard
1111,Developer,11,126,92.5,53.42,74.8,39.41,68.14,Premium
1112,Developer,5,60,61.99,23.11,73.71,66.81,41.5,Standard
1113,Designer,5,41,72.7,20.32,73.49,73.03,47.36,Standard
1114,Developer,5,33,59.76,39.53,88.39,66.55,45.62,Standard
1115,Writer,10,84,91.28,49.97,86.12,40.25,65.13,Premium
1116,Developer,15,120,100.0,60.95,87.42,42.92,69.5,Premium
1117,Writer,11,76,99.3,40.73,85.64,55.84,65.63,Premium
1118,Developer,13,119,93.79,74.41,84.06,50.14,74.21,Premium
1119,Developer,14,192,100.0,55.96,88.79,49.64,72.28,Premium
1120,Writer,8,60,80.13,31.15,72.49,55.95,52.26,Standard
1121,Developer,15,159,100.0,72.03,85.51,29.96,79.65,Premium
1122,Writer,3,19,58.96,35.65,75.09,81.63,42.9,Standard
1123,Designer,10,52,86.07,50.27,83.65,63.89,71.18,Premium
1124,Writer,4,30,37.97,28.47,79.32,67.5,41.41,Standard
1125,Writer,9,20,85.7,38.79,86.94,48.96,54.87,Standard
1126,Writer,5,23,66.5,30.94,80.72,57.35,38.32,Standard
1127,Developer,15,57,100.0,73.08,78.68,55.99,77.49,Premium
1128,Developer,3,12,65.53,35.62,83.67,72.17,48.81,Standard
1129,Developer,1,16,59.21,23.56,60.19,83.68,24.01,Standard
1130,Developer,9,25,87.43,51.47,61.38,48.39,66.18,Premium
1131,Designer,4,12,48.32,40.22,73.92,66.98,32.84,Standard
1132,Writer,13,109,86.8,43.05,84.84,51.76,59.12,Standard
1133,Writer,2,9,53.59,21.37,52.07,72.0,33.66,Standard
1134,Developer,9,58,72.49,42.79,84.89,48.44,55.68,Standard
1135,Designer,10,124,93.36,46.45,79.13,48.8,62.26,Standard
1136,Writer,6,14,71.08,33.26,91.24,55.15,55.14,Standard
1137,Designer,7,101,87.37,48.54,80.47,53.69,61.48,Standard
1138,Designer,2,27,29.51,15.87,79.79,63.42,20.6,Standard
1139,Developer,11,155,100.0,48.52,83.59,53.56,74.01,Premium
1140,Designer,10,61,98.95,44.43,87.5,73.43,73.62,Premium
1141,Developer,14,52,100.0,63.66,67.87,55.63,63.08,Premium
1142,Designer,1,13,54.94,26.69,70.95,71.24,35.57,Standard
1143,Designer,6,60,47.81,44.04,71.58,56.49,37.52,Standard
1144,Developer,11,37,90.64,54.82,94.81,38.4,74.53,Premium
1145,Developer,15,147,100.0,75.69,79.77,29.41,80.08,Premium
1146,Writer,12,75,100.0,67.68,88.13,43.44,78.66,Premium
1147,Developer,7,83,58.17,44.54,90.12,69.77,48.99,Standard
1148,Designer,13,181,98.64,68.93,86.23,52.18,67.68,Premium
1149,Developer,8,32,75.27,53.08,80.2,53.78,50.19,Standard
1150,Designer,13,179,100.0,50.85,97.92,55.63,75.11,Premium
1151,Writer,15,81,100.0,62.32,72.4,60.5,63.11,Premium
1152,Writer,5,50,43.23,37.94,62.62,67.49,35.78,Standard
1153,Developer,5,56,51.4,39.67,63.59,63.97,29.88,Standard
1154,Writer,10,94,83.08,27.55,85.79,50.32,42.45,Standard
1155,Developer,10,48,74.56,40.55,75.39,35.08,59.76,Standard
1156,Developer,12,169,100.0,48.19,72.08,47.61,66.89,Premium
1157,Developer,2,26,45.87,18.75,76.72,55.69,32.97,Standard
1158,Designer,13,53,99.77,68.02,91.23,55.29,65.48,Premium
1159,Writer,7,41,86.59,28.52,83.82,67.11,60.97,Standard
1160,Designer,15,213,100.0,49.19,81.66,46.93,77.55,Premium
1161,Designer,10,112,100.0,46.04,74.98,44.27,66.48,Premium
1162,Designer,1,11,64.85,17.84,58.11,86.01,41.33,Standard
1163,Developer,12,112,100.0,60.95,81.69,49.05,70.13,Premium
1164,Developer,2,28,52.79,12.58,65.77,76.04,34.85,Standard
1165,Developer,10,70,93.11,55.81,77.34,38.86,69.81,Premium
1166,Writer,3,34,64.75,30.12,58.65,68.12,48.73,Standard
1167,Writer,12,151,100.0,63.84,81.73,59.52,67.16,Premium
1168,Developer,7,39,83.76,37.44,87.62,58.86,67.08,Premium
1169,Designer,10,37,97.37,49.88,87.4,45.1,67.87,Premium
1170,Writer,10,92,91.24,50.25,89.31,50.79,64.26,Premium
1171,Developer,7,90,74.44,49.36,69.04,56.37,54.35,Standard
1172,Designer,2,16,68.2,24.58,67.92,67.76,50.89,Standard
1173,Writer,3,34,65.69,12.51,60.91,66.4,38.12,Standard
1174,Developer,6,84,84.42,47.07,76.02,85.65,55.12,Standard
1175,Developer,2,11,53.48,33.25,77.64,52.99,37.23,Standard
1176,Writer,15,64,100.0,55.36,86.56,38.53,74.82,Premium
1177,Developer,8,105,70.16,37.61,79.86,66.0,48.9,Standard
1178,Writer,9,38,63.5,50.86,71.37,46.48,53.5,Standard
1179,Developer,2,12,69.96,25.73,79.06,56.8,48.65,Standard
1180,Developer,9,36,83.06,27.49,72.97,59.46,49.69,Standard
1181,Writer,11,88,97.51,54.28,91.31,34.56,70.65,Premium
1182,Designer,13,151,100.0,56.59,92.16,28.36,79.28,Premium
1183,Developer,2,19,27.6,27.17,63.1,61.58,22.9,Standard
1184,Developer,15,128,95.24,67.39,94.1,31.82,77.89,Premium
1185,Developer,3,34,51.87,23.61,65.58,60.72,31.23,Standard
1186,Developer,12,140,100.0,48.78,82.26,58.95,63.38,Premium
1187,Developer,9,134,80.16,43.36,86.81,55.24,55.97,Standard
1188,Designer,12,103,89.72,54.26,85.56,61.06,65.97,Premium
1189,Developer,5,64,67.81,28.18,77.73,48.52,45.98,Standard
1190,Designer,2,6,41.94,25.92,64.44,51.12,26.96,Standard
1191,Writer,7,75,91.39,46.62,82.65,88.76,66.6,Premium
1192,Writer,11,106,98.36,41.89,97.96,49.51,74.58,Premium
1193,Developer,13,47,100.0,65.14,88.01,52.42,82.37,Premium
1194,Developer,9,46,73.15,47.92,78.94,50.18,53.41,Standard
1195,Designer,4,37,64.13,38.54,59.55,81.13,44.95,Standard
1196,Developer,5,49,71.47,33.39,71.82,63.23,56.35,Standard
1197,Designer,11,109,90.52,48.64,85.51,42.32,72.61,Premium
1198,Developer,8,28,61.0,39.64,71.95,45.86,48.51,Standard
1199,Developer,9,71,98.39,53.2,86.33,47.34,63.05,Premium
1200,Developer,12,94,100.0,47.47,72.18,29.22,74.41,Premium
